"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","index","dirty_index"
"J","Polanska, H; Raudenska, M; Gumulec, J; Sztalmachova, M; Adam, V; Kizek, R; Masarik, M",NA,NA,NA,"Polanska, Hana; Raudenska, Martina; Gumulec, Jaromir; Sztalmachova, Marketa; Adam, Vojtech; Kizek, Rene; Masarik, Michal",NA,NA,"Clinical significance of head and neck squamous cell cancer biomarkers","ORAL ONCOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Head and neck tumors belong among the six leading causes of cancer death worldwide. The predominant type of head and neck tumors consists of squamous cell carcinomas (HNSCC). Early detection of primary tumor and relapse is a key factor for enhancing the survival rate of HNSCC patients, because high rates of cases are recognized at advanced stages. Accordingly, biomarkers suitable for the early detection of HNSCC are sorely needed to improve patient outcomes. HNSCC evolve through a multistep process by the accumulation of genetic and phenotypic changes. Searching for specific biomarkers capable of characterizing each degree is therefore really essential. In this review, genomic and gene expression alterations of HNSCC are summarized and associated with HPV status, clinicopathological conditions, and patient history from the perspective of potential biomarker utilization. The emphasis is placed on non-invasive markers detectable from saliva and blood and clinically relevant studies are mentioned in particular. These include analyses of tumorous tissues, saliva, and blood from patients with histologically defined tumors; cell culture-and other in vitro-based studies with no clinical correlations are rather excluded. (C) 2013 Elsevier Ltd. All rights reserved.",NA,NA,NA,"Masarik, Michal/D-9920-2012; Raudenska, Martina/F-9187-2012; Gumulec, Jaromir/D-7638-2012; Adam, Vojtech/D-7686-2012; Kizek, Rene/D-7748-2012; Polanska, Hana/N-2075-2014; Sztalmachova, Marketa/F-4144-2012","Gumulec, Jaromir/0000-0002-9658-3444; Adam, Vojtech/0000-0002-8527-286X;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1368-8375","1879-0593",NA,NA,NA,"MAR",2014,"50","3",NA,NA,NA,NA,"168","177",NA,"10.1016/j.oraloncology.2013.12.008",NA,NA,NA,NA,NA,"WOS:000330968800004",24382422,500,"500 no 1"
"J","Lee, SW",NA,NA,NA,"SW, Lee",NA,NA,"Effect of dietary soybeans extruded at different temperatures on dairy cow milk composition (Retraction of vol 19, pg 541, 2006)","ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1011-2367",NA,NA,NA,NA,"JAN",2007,"20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000242351400001",NA,501,"501 no 1"
"J","Radfar, L; Ahmadabadi, RE; Masood, F; Scofield, RH",NA,NA,NA,"Radfar, Lida; Ahmadabadi, Roshanak E.; Masood, Farah; Scofield, R. Hal",NA,NA,"Biological therapy and dentistry: a review paper","ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In recent years, a new class of drugs has revolutionized the treatment of autoimmune, allergic, infectious, and many more diseases. This new class of drugs is made of 3 groups-cytokines, monoclonal antibodies, and fusion proteins-that may target special damaged cells but not all the cells. These drugs may have side effects such as infection, hypersensitivity, hematologic disorders, cancer, hepatotoxicity, and neurologic disorders. However, there is not enough evidence or long-term studies of the mechanism of action and side effects of these drugs. Patients receiving biological therapies may need special consideration in dentistry. This paper is a review of the classification, mechanism of action, and side effects of these drugs and dental consideration for patients receiving biological therapies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2212-4403","1528-395X",NA,NA,NA,"NOV",2015,"120","5",NA,NA,NA,NA,"594","601",NA,"10.1016/j.oooo.2015.07.032",NA,NA,NA,NA,NA,"WOS:000364833200015",26372436,502,"502 no 1"
"J","Vialaret, J; Di Pietro, M; Hem, S; Maurel, C; Rossignol, M; Santoni, V",NA,NA,NA,"Vialaret, Jerome; Di Pietro, Magali; Hem, Sonia; Maurel, Christophe; Rossignol, Michel; Santoni, Veronique",NA,NA,"Phosphorylation dynamics of membrane proteins from Arabidopsis roots submitted to salt stress","PROTEOMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"An excess of NaCl in the soil is detrimental for plant growth. It interferes with mineral nutrition and water uptake and leads to accumulation of toxic ions in the plant. Understanding the response of roots to NaCl stress may facilitate the development of crops with increased tolerance to this and other stresses. Since controls achieved at the posttranslational level are of critical importance for regulating protein function, the present work used a robust label-free quantitative proteomic methodology to quantify phosphorylation events that affect root membrane proteins in Arabidopsis, in response to short-term (up to 2 h) NaCl treatments. This work identified 302 proteotypic phosphopeptides including 77 novel phosphorylated sites. NaCl treatment significantly altered the abundance of 74 phosphopeptides, giving novel insights into the regulation of major classes of membrane proteins, including ATPases, sodium transporters, and aquaporins. The data provide a unique access to phosphorylation reprogramming of ionic equilibrium in plant cells under NaCl stress. The use of predictive bioinformatic tools for kinase motifs suggested that root membrane proteins are substrates of cAMP-dependent protein kinase, cGMP-dependent protein kinase, and protein kinase C families, also called AGC kinases, arguing for an important role of lipid signaling in abiotic stress responses. It also pointed to cross-talks between protein kinase families during NaCl stress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1615-9853","1615-9861",NA,NA,NA,"MAY",2014,"14","9",NA,NA,NA,NA,"1058","1070",NA,"10.1002/pmic.201300443",NA,NA,NA,NA,NA,"WOS:000334290600015",24616185,505,"505 no 1"
"J","Wu, S; Lin, HY; Zhang, CQ; Zhang, Q; Zhang, DZ; Zhang, YY; Meng, WJ; Zhu, ZX; Tang, F; Xue, FZ; Liu, YX",NA,NA,NA,"Wu, Shuo; Lin, Haiyan; Zhang, Chengqi; Zhang, Qian; Zhang, Dongzhi; Zhang, Yongyuan; Meng, Wenjia; Zhu, Zhenxin; Tang, Fang; Xue, Fuzhong; Liu, Yanxun",NA,NA,"Association between erythrocyte parameters and metabolic syndrome in urban Han Chinese: a longitudinal cohort study","BMC PUBLIC HEALTH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Background: Although various cross-sectional studies have shown that erythrocyte parameters, including red blood cell (RBC), hemoglobin (Hb) and hematocrit (HCT), were linked with metabolic syndrome (MetS), few longitudinal studies have been used to confirm their relationship. The study, therefore, constructed a large-scale longitudinal cohort in urban Chinese population to highlight and confirm the association between erythrocyte parameters and MetS/its components. Methods: A longitudinal cohort with 6,453 participants was established based on the routine health check-up systems to follow up MetS, and Generalized Estimating Equation (GEE) model was used to detect the association between erythrocyte parameters and MetS/its components (obesity, hyperglycemia, dyslipidemia, and hypertension). Results: 287 MetS occurred over the four-year follow-up, leading to a total incidence density of 14.19 per 1,000 person-years (287/20218 person-years). Both RBC and Hb were strongly associated with MetS (RR/95% CI, P value; 3.016/1.525-5.967, 0.002 for RBC; 3.008/1.481-6.109, 0.002 for Hb), with their dose-response trends detected. All three erythrocyte parameters (RBC, Hb and HCT) were found to be associated with obesity, hypertension and dyslipidemia with similar dose-response trends respectively, while only Hb showed a significant association with hyperglycemia. Conclusions: Elevated erythrocyte parameters were confirmed to be associated with MetS/its components in urban Chinese population, suggesting that erythrocyte parameters might be served as a potential predictor for risk of MetS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1471-2458",NA,NA,NA,NA,"21-Oct",2013,"13",NA,NA,NA,NA,NA,NA,NA,"989","10.1186/1471-2458-13-989",NA,NA,NA,NA,NA,"WOS:000329289000006",24144016,506,"506 no 1"
"J","Velemir, L; Amblard, J; Jacquetin, B; Fatton, B",NA,NA,NA,"Velemir, L.; Amblard, J.; Jacquetin, B.; Fatton, B.",NA,NA,"Urethral erosion after suburethral synthetic slings: risk factors, diagnosis, and functional outcome after surgical management","INTERNATIONAL UROGYNECOLOGY JOURNAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urethral erosion (UE) is an uncommon but potentially severe complication after suburethral synthetic slings. We aimed to identify the risk factors and diagnostic modalities of UE and also functional outcome after UE surgical management. We retrospectively analyzed eight cases of UE managed in our department between 1997 and 2007. The main presumptive risk factors of UE were excessive sling tensioning (six of eight) and postoperative urethral dilation (four of eight). The most frequent symptoms included voiding difficulties (five of eight), storage symptoms (three of eight), pain (three of eight), and recurrent stress incontinence (three of eight). UE diagnosis was accessible to introital ultrasound (five of five) and confirmed by urethroscopy (eight of eight). Surgical management was performed in seven cases and included transvaginal sling removal with urethral repair (two of seven), endoscopic transurethral sling resection (four of seven), and combined approach (one of seven). All the approaches provided good functional outcomes. Transurethral endoscopy is a mini-invasive treatment of UE and should be tried first in selected cases.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0937-3462",NA,NA,NA,NA,"JUL",2008,"19","7",NA,NA,NA,NA,"999","1006",NA,"10.1007/s00192-007-0558-7",NA,NA,NA,NA,NA,"WOS:000256258200019",18202812,507,"507 no 1"
"J","Liu, GY; Zhang, X; Lin, HY; Li, QL; Wang, HM; Ni, J; Sang, QXA; Zhu, C",NA,NA,NA,"Liu, Guoyi; Zhang, Xuan; Lin, Haiyan; Li, Qinglei; Wang, Hongmei; Ni, Jiang; Sang, Qing-Xiang Amy; Zhu, Cheng",NA,NA,"Expression of matrix metalloproteinase-26 (MMP-26) mRNA in mouse uterus during the estrous cycle and early pregnancy (Retraction of vol 77, pg 3355, 2005)","LIFE SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0024-3205",NA,NA,NA,NA,"25-Nov",2006,"79","26",NA,NA,NA,NA,"2500","2500",NA,"10.1016/j.lfs.2005.05.045",NA,NA,NA,NA,NA,"WOS:000242565600012",17176513,508,"508 no 1"
"J","Barbosa, T; Rescigno, M",NA,NA,NA,"Barbosa, Theolis; Rescigno, Maria",NA,NA,"Host-bacteria interactions in the intestine: homeostasis to chronic inflammation","WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In the past decade it has become clear that the gut constitutes an important frontier of the body, which not only regulates the selective entry of nutrients while keeping vigilant against pathogens but also is largely responsible for shaping the immune response to educate the organism to recognize self from non-self. The very notion of self has undergone a dramatic change, with the acknowledgment that our 'selves' include a plethora of microbial species that actively participate in our body's homeostasis. The immune system continuously adapts to the microbiota in a cyclic, dynamic cross talk where intestinal epithelial cells play an important role in instructing noninflammatory responses for a steady-state control of bacterial growth, or triggering inflammatory mechanisms that can clear the gut from harmful invaders. The system is complex and robust in the sense that many players with partially overlapping roles act to keep the integrity of the intestinal mucosal barrier. Failure of these mechanisms involves genetic and environmental triggers and leads to inflammatory bowel disease. In this review, we seek to collect the state-of-the-art knowledge about how host and microbiota interact to promote gut homeostasis and provide evidences of malfunctioning of the described mechanisms in human inflammatory bowel disease. (C) 2009 John Wiley & Sons, Inc. WIREs Syst Biol Med 2010 2 80-97",NA,NA,NA,"Barbosa, Theolis/A-1855-2010; Rescigno, Maria/J-9704-2012; Osborne, Nicholas/N-4915-2015","Barbosa, Theolis/0000-0003-1928-0404; Rescigno, Maria/0000-0002-6464-509X; Osborne, Nicholas/0000-0002-6700-2284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1939-5094","1939-005X",NA,NA,NA,"JAN-FEB",2010,"2","1",NA,NA,NA,NA,"80","97",NA,"10.1002/wsbm.48",NA,NA,NA,NA,NA,"WOS:000283711300007",20836012,509,"509 no 1"
"J","Pitt, LA; Hubert, FX; Scott, HS; Godfrey, DI; Berzins, SP",NA,NA,NA,"Pitt, Lauren A.; Hubert, Francois-Xavier; Scott, Hamish S.; Godfrey, Dale I.; Berzins, Stuart P.",NA,NA,"NKT cell development in the absence of the autoimmune regulator gene (Aire)","EUROPEAN JOURNAL OF IMMUNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autoimmune regulator gene (Aire)-deficient mice develop an array of autoimmune lesions that reflect failures of immune tolerance. Negative selection is clearly compromised in these mice, but there is evidence to suggest that other mechanisms of tolerance might also be affected, including a possible impairment of regulatory T cell (Treg) development. Studies to date have failed to demonstrate any significant impact on the development or function of the FOXP3(+) Treg compartment, but NKT cells represent a distinct regulatory cell lineage that also develop in the thymus and which are known to influence self-tolerance. Aire-related defects coincide with NKT cell deficiencies in a number of animal models, but the direct consequence of Aire-deficiency on NKT cell development has not been established. In this study, we demonstrate that the frequency, distribution and cytokine production of NKT cells and their subsets is principally normal in Aire-deficient mice. We conclude that Aire has little or no effect on regulatory T cell development in general and NKT cells in particular.",NA,NA,NA,"Scott, Hamish/B-2122-2009","Scott, Hamish/0000-0002-5813-631X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0014-2980",NA,NA,NA,NA,"OCT",2008,"38","10",NA,NA,NA,NA,"2689","2696",NA,"10.1002/eji.200838553",NA,NA,NA,NA,NA,"WOS:000260693500006",18828139,511,"511 no 1"
"J","Neal, JM; Rathmell, JP",NA,NA,NA,"Neal, Joseph M.; Rathmell, James P.",NA,NA,"Bringing closure to the retraction issue","REGIONAL ANESTHESIA AND PAIN MEDICINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1098-7339",NA,NA,NA,NA,"MAY-JUN",2007,"32","3",NA,NA,NA,NA,"267","268",NA,"10.1016/j.rapm.2007.03.003",NA,NA,NA,NA,NA,"WOS:000247130900016",NA,512,"512 no 1"
"J","Shankar, B",NA,NA,NA,"Shankar, Bangalore",NA,NA,"Chromium Pollution in the Groundwaters of an Industrial Area in Bangalore, India","ENVIRONMENTAL ENGINEERING SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chromate poisoning causes severe skin disorders such as allergic dermatitis and liver and kidney damage. The present study attempts to capture the environmental impacts of industrial effluent irrigation from a tanning industrial cluster. In recent years, groundwater in the study area forms the mainstay of domestic water supply source for meeting the community needs. However, the threat of chromium contamination in groundwaters is looming large over the study area. In view of this, it is of paramount importance to look for and to evaluate the chromium levels in the drinking waters of the area and assess their status of potability in light of the criteria by Bureau of Indian Standards (B.I.S). There is considerable evidence that chromium is carcinogenic. Thirty groundwater samples were identified for sampling and chromium analysis, from the area covering about 1.4 km(2), in and around the industrial cluster. The analysis reveals that 53.33% of the samples are non-potable due to the presence of excess chromium and the results show that there is a definite correlation between the ill health faced by the residents of the area and ground water contamination.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1092-8758",NA,NA,NA,NA,"FEB",2009,"26","2",NA,NA,NA,NA,"305","310",NA,"10.1089/ees.2008.0043",NA,NA,NA,NA,NA,"WOS:000263057100007",NA,513,"513 no 1"
